_id,term,definition,analysis.pos_tags[0][0],analysis.pos_tags[0][1],analysis.pos_tags[1][0],analysis.pos_tags[1][1],analysis.stems[0],analysis.stems[1],created_at,sentiment_score,source_link,status,category
69538a51a507d8787b04b3a0,Real-Time Speedrun(RTA),,,,,,,,2025-12-30T17:16:17.242Z,,https://namu.wiki/w/RTS(%EB%8F%99%EC%9D%8C%EC%9D%B4%EC%9D%98%EC%96%B4)#s-3.1,raw,
69538a51a507d8787b04b3a1,Tool-Assisted Speedrun,,,,,,,,2025-12-30T17:16:17.242Z,,https://namu.wiki/w/Tool-Assisted%20Speedrun,raw,
69538a51a507d8787b04b3a2,마케팅,,,,,,,,2025-12-30T17:16:17.242Z,,https://namu.wiki/w/%EB%A7%88%EC%BC%80%ED%8C%85,raw,
69538a51a507d8787b04b3a3,부분유료,,,,,,,,2025-12-30T17:16:17.243Z,,https://namu.wiki/w/%EB%B6%80%EB%B6%84%EC%9C%A0%EB%A3%8C,raw,
69538a51a507d8787b04b3a4,완전판 상술,,,,,,,,2025-12-30T17:16:17.243Z,,https://namu.wiki/w/%EC%99%84%EC%A0%84%ED%8C%90%20%EC%83%81%EC%88%A0,raw,
69538a51a507d8787b04b3a5,캐시 아이템,,,,,,,,2025-12-30T17:16:17.243Z,,https://namu.wiki/w/%EC%BA%90%EC%8B%9C%20%EC%95%84%EC%9D%B4%ED%85%9C,raw,
69538a51a507d8787b04b3a6,합본,,,,,,,,2025-12-30T17:16:17.244Z,,https://namu.wiki/w/%ED%95%A9%EB%B3%B8,raw,
69538a51a507d8787b04b3a7,확장팩,,,,,,,,2025-12-30T17:16:17.245Z,,https://namu.wiki/w/%ED%99%95%EC%9E%A5%ED%8C%A9,raw,
69538a51a507d8787b04b3a8,확률형 아이템,,,,,,,,2025-12-30T17:16:17.246Z,,https://namu.wiki/w/%ED%99%95%EB%A5%A0%ED%98%95%20%EC%95%84%EC%9D%B4%ED%85%9C,raw,
69538a51a507d8787b04b3a9,Pay to Win,,,,,,,,2025-12-30T17:16:17.247Z,,https://namu.wiki/w/Pay%20to%20Win,raw,
69538a51a507d8787b04b3aa,1인칭 슈팅 게임,,,,,,,,2025-12-30T17:16:17.247Z,,https://namu.wiki/w/1%EC%9D%B8%EC%B9%AD%20%EC%8A%88%ED%8C%85%20%EA%B2%8C%EC%9E%84,raw,
69538a51a507d8787b04b3ab,3인칭 슈팅 게임,,,,,,,,2025-12-30T17:16:17.247Z,,https://namu.wiki/w/3%EC%9D%B8%EC%B9%AD%20%EC%8A%88%ED%8C%85%20%EA%B2%8C%EC%9E%84,raw,
69538a51a507d8787b04b3ac,로켓 점프,,,,,,,,2025-12-30T17:16:17.248Z,,https://namu.wiki/w/%EB%A1%9C%EC%BC%93%20%EC%A0%90%ED%94%84,raw,
69538a51a507d8787b04b3ad,버니합,,,,,,,,2025-12-30T17:16:17.249Z,,https://namu.wiki/w/%EB%B2%84%EB%8B%88%ED%95%A9,raw,
69538a51a507d8787b04b3ae,베이스레이프,,,,,,,,2025-12-30T17:16:17.249Z,,https://namu.wiki/w/%EB%B2%A0%EC%9D%B4%EC%8A%A4%EB%A0%88%EC%9D%B4%ED%94%84,raw,
69538a51a507d8787b04b3af,스폰킬,,,,,,,,2025-12-30T17:16:17.249Z,,https://namu.wiki/w/%EC%8A%A4%ED%8F%B0%ED%82%AC,raw,
